cliente_id,nombre_cliente,tipo_cliente,zona_id,nombre_zona,empleado_id,nombre_comercial,activo,fecha_alta,fecha_baja
281,Supermercado Planas,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-10-05,
282,Gasolinera Molina,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2024-08-26,
283,Gasolinera Corral,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2021-06-18,
284,Bar Talavera,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2023-07-22,
285,Restaurante Moll,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2021-08-11,
286,Bar Valcárcel,Bar,9,Leganés,15,Simón Coello,Sí,2023-06-17,
287,Bar Gilabert,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2018-01-09,2020-03-18
288,Restaurante Gras,Restaurante,8,Getafe,15,Simón Coello,Sí,2020-10-26,
289,Tienda Roura,Tienda,8,Getafe,15,Simón Coello,Sí,2021-10-07,
290,Restaurante Amat,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2025-09-23,
291,Bar Abellán,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-05-11,
292,Tienda Torrijos,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2023-04-16,
293,Bar Talavera,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2024-08-06,
294,Bar Pedro,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2022-03-09,
295,Supermercado Ferrer,Supermercado,12,Fuenlabrada,17,Armando Caparrós,Sí,2019-08-23,
296,Bar Sandoval,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-08-27,
297,Restaurante Zabaleta,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2024-10-11,
298,Bar Giralt,Bar,10,Móstoles,16,Baltasar Navas,Sí,2018-09-06,
299,Tienda Torrens,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2021-11-26,
300,Supermercado Ibáñez,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2019-11-18,
301,Restaurante Páez,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-01-25,
302,Tienda Arribas,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2024-09-17,
303,Bar Gutiérrez,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2023-05-21,
304,Tienda Moreno,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2025-09-12,
305,Bar Jimenez,Bar,9,Leganés,15,Simón Coello,Sí,2025-08-19,
306,Bar Asenjo,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2019-12-09,
307,Restaurante Alcolea,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-08-10,
308,Restaurante Goicoechea,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2018-03-10,
309,Bar Martín,Bar,12,Fuenlabrada,17,Armando Caparrós,No,2024-01-28,2025-09-14
310,Tienda Manzano,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2025-02-08,
311,Bar Soriano,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2020-08-03,
312,Restaurante López,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2019-01-15,
313,Tienda Alegre,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2016-08-02,
314,Bar Poza,Bar,8,Getafe,15,Simón Coello,Sí,2025-04-06,
315,Bar Pacheco,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2020-02-12,
316,Supermercado Río,Supermercado,1,Madrid Centro,8,Perla Arenas,Sí,2020-10-11,
317,Bar Pont,Bar,3,Madrid Sur,10,Marcelino Palacio,No,2024-02-03,2025-11-30
318,Restaurante Manjón,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-03-06,
319,Tienda Lloret,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2017-09-15,
320,Tienda Fábregas,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2019-03-05,
321,Tienda Taboada,Tienda,9,Leganés,15,Simón Coello,Sí,2025-11-21,
322,Restaurante Corominas,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2019-03-17,
323,Tienda Hernández,Tienda,10,Móstoles,16,Baltasar Navas,Sí,2025-03-09,
324,Tienda Bayo,Tienda,8,Getafe,15,Simón Coello,No,2024-07-16,2025-02-22
325,Bar Luján,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2023-02-21,
326,Tienda Badía,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2016-09-25,
327,Supermercado Valle,Supermercado,9,Leganés,15,Simón Coello,Sí,2024-09-16,
328,Bar Amo,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2024-12-11,
329,Bar Dueñas,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2016-11-08,
330,Tienda Varela,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2018-01-25,2019-04-27
331,Bar Vázquez,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-08-13,
332,Bar Requena,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2020-07-27,
333,Bar Cerro,Bar,11,Alcorcón,16,Baltasar Navas,No,2022-01-06,2025-08-10
334,Bar Cortina,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2021-02-10,
335,Bar Somoza,Bar,2,Madrid Norte,9,Carolina Lopez,No,2024-01-12,2024-04-15
336,Bar Araujo,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2022-04-15,
337,Bar Barba,Bar,11,Alcorcón,16,Baltasar Navas,Sí,2017-06-04,
338,Supermercado Valero,Supermercado,3,Madrid Sur,10,Marcelino Palacio,No,2022-12-11,2023-08-26
339,Tienda Ramírez,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2021-12-06,
340,Gasolinera Hervia,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2023-11-22,
341,Bar Mata,Bar,9,Leganés,15,Simón Coello,Sí,2025-04-14,
342,Tienda Torrents,Tienda,9,Leganés,15,Simón Coello,Sí,2021-08-11,
343,Bar Cervantes,Bar,3,Madrid Sur,10,Marcelino Palacio,No,2019-05-14,2022-04-19
344,Restaurante Martin,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-08-25,
345,Bar Hernandez,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2021-08-06,
346,Bar Calvo,Bar,6,Alcobendas,13,Bernarda Gallo,No,2022-10-22,2024-11-26
347,Tienda Ródenas,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2021-10-10,
348,Bar Reyes,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2018-09-24,
349,Supermercado Huguet,Supermercado,9,Leganés,15,Simón Coello,Sí,2018-04-28,
350,Restaurante Miguel,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2025-01-31,
351,Supermercado Gras,Supermercado,1,Madrid Centro,8,Perla Arenas,Sí,2019-07-24,
352,Tienda Santamaria,Tienda,1,Madrid Centro,8,Perla Arenas,No,2018-03-17,2023-04-20
353,Restaurante Badía,Restaurante,8,Getafe,15,Simón Coello,Sí,2019-01-25,
354,Gasolinera Cuesta,Gasolinera,1,Madrid Centro,8,Perla Arenas,Sí,2021-12-10,
355,Bar Andreu,Bar,8,Getafe,15,Simón Coello,Sí,2023-08-26,
356,Tienda Torrents,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2019-01-13,
357,Bar Camacho,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2022-09-01,
358,Bar Padilla,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-11-01,
359,Supermercado Duran,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2025-06-11,
360,Supermercado Coca,Supermercado,1,Madrid Centro,8,Perla Arenas,Sí,2019-05-21,
361,Restaurante Borrás,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2019-06-07,
362,Bar Rueda,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-10-08,
363,Bar Paredes,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2025-08-29,
364,Gasolinera Sedano,Gasolinera,9,Leganés,15,Simón Coello,Sí,2016-12-30,
365,Restaurante Sobrino,Restaurante,9,Leganés,15,Simón Coello,Sí,2018-08-01,
366,Restaurante Carbajo,Restaurante,1,Madrid Centro,8,Perla Arenas,Sí,2024-08-24,
367,Tienda Carbajo,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2016-07-11,
368,Supermercado Serna,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2016-12-02,
369,Tienda Clavero,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2019-03-01,2020-07-28
370,Supermercado Coll,Supermercado,8,Getafe,15,Simón Coello,Sí,2017-08-24,
371,Tienda Lasa,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2023-07-13,
372,Restaurante Blanco,Restaurante,8,Getafe,15,Simón Coello,No,2022-08-12,2023-10-20
373,Supermercado Rodriguez,Supermercado,6,Alcobendas,13,Bernarda Gallo,Sí,2020-09-08,
374,Bar Frutos,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2018-04-26,
375,Bar Pera,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-01-23,
376,Bar Gras,Bar,9,Leganés,15,Simón Coello,Sí,2017-07-14,
377,Gasolinera Tenorio,Gasolinera,1,Madrid Centro,8,Perla Arenas,Sí,2023-12-17,
378,Restaurante Galán,Restaurante,1,Madrid Centro,8,Perla Arenas,No,2017-08-26,2022-01-26
379,Restaurante Francisco,Restaurante,8,Getafe,15,Simón Coello,Sí,2017-03-03,
380,Tienda Cisneros,Tienda,8,Getafe,15,Simón Coello,Sí,2022-07-31,
381,Bar Montesinos,Bar,11,Alcorcón,16,Baltasar Navas,Sí,2024-12-31,
382,Gasolinera Amat,Gasolinera,11,Alcorcón,16,Baltasar Navas,Sí,2017-08-04,
383,Bar Hernández,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2023-05-04,
384,Supermercado Galvez,Supermercado,9,Leganés,15,Simón Coello,Sí,2023-03-11,
385,Restaurante Pastor,Restaurante,9,Leganés,15,Simón Coello,Sí,2023-03-13,
386,Supermercado Acero,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2023-09-18,
387,Gasolinera Garrido,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2016-10-06,
388,Restaurante Abad,Restaurante,12,Fuenlabrada,17,Armando Caparrós,No,2020-10-20,2021-01-08
389,Bar Morante,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2025-08-15,
390,Tienda Guitart,Tienda,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-04-19,
391,Bar Moles,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2018-11-17,
392,Tienda Machado,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2020-01-25,
393,Gasolinera Ribera,Gasolinera,1,Madrid Centro,8,Perla Arenas,Sí,2021-01-20,
394,Tienda Saez,Tienda,12,Fuenlabrada,17,Armando Caparrós,No,2019-01-22,2019-08-14
395,Tienda Mateu,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2025-02-14,
396,Tienda Miró,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2022-05-27,
397,Bar Soler,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-02-24,
398,Bar Tormo,Bar,4,Madrid Este,11,Tristán Laguna,No,2020-11-10,2024-12-15
399,Bar Cobos,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2020-02-27,
400,Restaurante Aranda,Restaurante,4,Madrid Este,11,Tristán Laguna,No,2020-05-17,2021-10-02
401,Bar Corbacho,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2020-03-25,
402,Gasolinera Rubio,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2018-10-12,
403,Bar Valverde,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2022-07-09,
404,Supermercado Sanz,Supermercado,6,Alcobendas,13,Bernarda Gallo,Sí,2024-08-10,
405,Bar Pardo,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2018-05-03,
406,Tienda Porta,Tienda,11,Alcorcón,16,Baltasar Navas,Sí,2018-02-24,
407,Bar Colomer,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2017-11-11,
408,Gasolinera Nuñez,Gasolinera,8,Getafe,15,Simón Coello,Sí,2025-03-04,
409,Tienda Taboada,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2020-10-06,
410,Bar Leon,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2016-12-08,
411,Bar Clavero,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-04-16,
412,Bar Campo,Bar,10,Móstoles,16,Baltasar Navas,Sí,2024-03-21,
413,Tienda Bilbao,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2016-11-04,
414,Bar Pozo,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2021-03-30,
415,Bar Alcolea,Bar,8,Getafe,15,Simón Coello,Sí,2025-05-11,
416,Tienda Ribera,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2018-02-14,
417,Tienda Enríquez,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2021-08-29,
418,Tienda Castelló,Tienda,8,Getafe,15,Simón Coello,Sí,2016-08-11,
419,Supermercado Morán,Supermercado,6,Alcobendas,13,Bernarda Gallo,Sí,2023-04-02,
420,Bar Guitart,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2025-06-06,
421,Bar Pacheco,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2022-04-10,
422,Bar Roselló,Bar,9,Leganés,15,Simón Coello,Sí,2023-08-24,
423,Supermercado Barros,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2021-04-16,
424,Bar Mariño,Bar,10,Móstoles,16,Baltasar Navas,Sí,2025-08-14,
425,Supermercado Jordán,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2016-12-25,
426,Supermercado Arregui,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-06-01,
427,Bar Contreras,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2021-01-05,
428,Tienda Fortuny,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2018-02-28,
429,Restaurante Pi,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-07-20,
430,Bar Ortega,Bar,11,Alcorcón,16,Baltasar Navas,Sí,2024-04-16,
431,Supermercado Manrique,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2024-11-29,
432,Bar Castañeda,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2025-05-11,
433,Bar Porras,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2022-06-17,
434,Bar Ávila,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-08-09,
435,Supermercado Santamaria,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2019-06-06,
436,Bar Solís,Bar,2,Madrid Norte,9,Carolina Lopez,No,2020-12-26,2024-03-01
437,Restaurante Nuñez,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2019-08-14,
438,Bar Olivé,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2020-11-19,
439,Bar Pedrosa,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2017-06-05,
440,Bar Ruano,Bar,10,Móstoles,16,Baltasar Navas,Sí,2024-12-21,
441,Gasolinera Mayol,Gasolinera,3,Madrid Sur,10,Marcelino Palacio,Sí,2025-08-24,
442,Restaurante Gimenez,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2016-11-15,
443,Bar Bustos,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2021-03-08,
444,Supermercado Escalona,Supermercado,12,Fuenlabrada,17,Armando Caparrós,Sí,2024-06-04,
445,Gasolinera Bustos,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2022-07-06,
446,Tienda Nogués,Tienda,3,Madrid Sur,10,Marcelino Palacio,Sí,2023-06-07,
447,Bar Alegria,Bar,4,Madrid Este,11,Tristán Laguna,No,2017-01-20,2025-03-08
448,Gasolinera Gras,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2025-01-09,
449,Tienda Doménech,Tienda,5,Madrid Oeste,12,Manola Larrañaga,Sí,2017-08-31,
450,Restaurante Cifuentes,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-08-23,
451,Bar Llorens,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2024-09-24,
452,Gasolinera Borrell,Gasolinera,4,Madrid Este,11,Tristán Laguna,Sí,2016-09-25,
453,Bar Heras,Bar,8,Getafe,15,Simón Coello,Sí,2024-10-13,
454,Gasolinera Torrecilla,Gasolinera,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-05-08,
455,Tienda Cabañas,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2020-11-23,
456,Tienda Anguita,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2018-10-17,
457,Restaurante Cabello,Restaurante,6,Alcobendas,13,Bernarda Gallo,Sí,2021-10-10,
458,Supermercado Espada,Supermercado,1,Madrid Centro,8,Perla Arenas,Sí,2018-01-08,
459,Supermercado Coronado,Supermercado,9,Leganés,15,Simón Coello,Sí,2025-09-02,
460,Gasolinera Piquer,Gasolinera,6,Alcobendas,13,Bernarda Gallo,Sí,2021-03-29,
461,Bar Carmona,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2023-03-06,
462,Supermercado Torrecilla,Supermercado,12,Fuenlabrada,17,Armando Caparrós,Sí,2018-08-12,
463,Tienda Galvez,Tienda,11,Alcorcón,16,Baltasar Navas,Sí,2017-01-28,
464,Restaurante Higueras,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2016-10-30,
465,Supermercado Amor,Supermercado,3,Madrid Sur,10,Marcelino Palacio,Sí,2024-10-20,
466,Tienda Bustos,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2016-09-23,
467,Restaurante Escamilla,Restaurante,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2023-02-24,
468,Bar Ramis,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2016-08-27,
469,Restaurante Tovar,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2024-02-21,
470,Tienda Anaya,Tienda,3,Madrid Sur,10,Marcelino Palacio,Sí,2025-05-11,
471,Tienda Oller,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-02-19,
472,Bar Casares,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2022-12-23,
473,Restaurante Vergara,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2020-06-23,
474,Tienda Berenguer,Tienda,2,Madrid Norte,9,Carolina Lopez,Sí,2025-07-30,
475,Bar Quintero,Bar,2,Madrid Norte,9,Carolina Lopez,No,2021-04-07,2025-06-16
476,Supermercado Boada,Supermercado,11,Alcorcón,16,Baltasar Navas,Sí,2024-09-12,
477,Gasolinera Royo,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2022-04-11,
478,Bar Agustí,Bar,8,Getafe,15,Simón Coello,Sí,2024-03-06,
479,Gasolinera Luque,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2017-10-04,
480,Tienda Peiró,Tienda,10,Móstoles,16,Baltasar Navas,Sí,2021-03-22,
481,Bar Hervia,Bar,1,Madrid Centro,8,Perla Arenas,No,2023-02-12,2025-09-21
482,Tienda Peinado,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-06-20,
483,Bar Llamas,Bar,9,Leganés,15,Simón Coello,Sí,2020-10-29,
484,Bar Mur,Bar,10,Móstoles,16,Baltasar Navas,Sí,2018-01-12,
485,Bar Duque,Bar,8,Getafe,15,Simón Coello,Sí,2024-11-28,
486,Tienda Bermudez,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2019-11-14,
487,Bar Amor,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2025-11-07,
488,Bar Criado,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-10-05,
489,Bar Valentín,Bar,1,Madrid Centro,8,Perla Arenas,No,2020-11-30,2022-12-14
490,Bar Morata,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2025-08-04,
491,Tienda Segura,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2016-09-26,
492,Bar Quiroga,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2022-11-28,
493,Gasolinera Castañeda,Gasolinera,4,Madrid Este,11,Tristán Laguna,No,2025-11-11,2025-12-08
494,Bar Abril,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2021-07-13,
495,Restaurante Mateu,Restaurante,8,Getafe,15,Simón Coello,Sí,2019-10-28,
496,Bar Alcántara,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2018-10-24,
497,Bar Barrio,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2019-12-14,
498,Bar Vigil,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2020-11-18,
499,Bar Cuenca,Bar,9,Leganés,15,Simón Coello,No,2021-12-03,2023-09-26
500,Bar Roma,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2025-11-05,
501,Bar Colom,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2021-09-09,
502,Gasolinera Agustí,Gasolinera,2,Madrid Norte,9,Carolina Lopez,Sí,2018-03-07,
503,Gasolinera Casal,Gasolinera,5,Madrid Oeste,12,Manola Larrañaga,Sí,2019-12-28,
504,Restaurante Luque,Restaurante,12,Fuenlabrada,17,Armando Caparrós,Sí,2019-04-12,
505,Supermercado Palomar,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-02-19,
506,Bar Ayuso,Bar,8,Getafe,15,Simón Coello,Sí,2025-07-30,
507,Tienda Acuña,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2018-04-25,
508,Tienda Amorós,Tienda,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2020-05-29,
509,Bar Leal,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2019-08-02,
510,Restaurante Jaén,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2025-01-30,
511,Bar Sotelo,Bar,10,Móstoles,16,Baltasar Navas,No,2023-07-15,2023-12-25
512,Tienda Pinilla,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2018-08-25,
513,Tienda Alvarez,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2024-08-12,
514,Bar Real,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2023-01-05,
515,Tienda Donoso,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2020-12-14,
516,Bar Torrens,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2019-01-25,
517,Bar Alegre,Bar,8,Getafe,15,Simón Coello,Sí,2023-12-31,
518,Restaurante Matas,Restaurante,3,Madrid Sur,10,Marcelino Palacio,Sí,2017-08-30,
519,Bar Gallo,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2019-05-12,
520,Supermercado Ayllón,Supermercado,2,Madrid Norte,9,Carolina Lopez,Sí,2023-09-01,
521,Tienda Burgos,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2020-07-06,
522,Bar Arana,Bar,9,Leganés,15,Simón Coello,Sí,2018-05-06,
523,Supermercado Herrera,Supermercado,4,Madrid Este,11,Tristán Laguna,Sí,2025-04-13,
524,Tienda Granados,Tienda,4,Madrid Este,11,Tristán Laguna,Sí,2022-11-17,
525,Tienda Rojas,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2020-08-31,
526,Bar Ochoa,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2020-10-18,
527,Restaurante Vilanova,Restaurante,8,Getafe,15,Simón Coello,Sí,2017-04-30,
528,Bar Zaragoza,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2021-01-23,
529,Bar Lladó,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-01-03,
530,Bar Carrión,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2017-07-15,
531,Bar Polo,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2023-08-27,
532,Gasolinera Iñiguez,Gasolinera,5,Madrid Oeste,12,Manola Larrañaga,Sí,2018-05-24,
533,Restaurante Llorens,Restaurante,9,Leganés,15,Simón Coello,Sí,2019-10-07,
534,Restaurante Oliveras,Restaurante,8,Getafe,15,Simón Coello,No,2023-09-06,2025-04-12
535,Bar Gibert,Bar,1,Madrid Centro,8,Perla Arenas,Sí,2019-03-25,
536,Tienda Ramis,Tienda,6,Alcobendas,13,Bernarda Gallo,Sí,2019-07-09,
537,Gasolinera Sastre,Gasolinera,9,Leganés,15,Simón Coello,Sí,2023-06-16,
538,Restaurante Delgado,Restaurante,8,Getafe,15,Simón Coello,No,2022-10-01,2025-02-23
539,Restaurante Armas,Restaurante,4,Madrid Este,11,Tristán Laguna,Sí,2017-05-12,
540,Bar Vergara,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2020-05-19,
541,Bar Vidal,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2021-04-20,
542,Tienda Palomo,Tienda,9,Leganés,15,Simón Coello,Sí,2016-07-12,
543,Bar Hurtado,Bar,8,Getafe,15,Simón Coello,Sí,2023-06-15,
544,Restaurante Sanz,Restaurante,2,Madrid Norte,9,Carolina Lopez,Sí,2016-06-17,
545,Bar Alemán,Bar,12,Fuenlabrada,17,Armando Caparrós,Sí,2021-09-21,
546,Supermercado Barriga,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2025-11-10,
547,Bar Padilla,Bar,3,Madrid Sur,10,Marcelino Palacio,Sí,2022-01-15,
548,Bar Soler,Bar,8,Getafe,15,Simón Coello,Sí,2025-03-22,
549,Bar Ruano,Bar,9,Leganés,15,Simón Coello,Sí,2024-05-12,
550,Bar Hervás,Bar,4,Madrid Este,11,Tristán Laguna,Sí,2024-11-29,
551,Tienda Santos,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2024-11-01,
552,Bar Cadenas,Bar,5,Madrid Oeste,12,Manola Larrañaga,Sí,2024-11-27,
553,Bar Reyes,Bar,10,Móstoles,16,Baltasar Navas,Sí,2018-11-10,
554,Gasolinera Fonseca,Gasolinera,5,Madrid Oeste,12,Manola Larrañaga,Sí,2021-06-15,
555,Restaurante Mir,Restaurante,9,Leganés,15,Simón Coello,Sí,2024-12-05,
556,Restaurante Cañizares,Restaurante,5,Madrid Oeste,12,Manola Larrañaga,Sí,2018-03-08,
557,Bar Miró,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,No,2020-07-04,2025-11-08
558,Supermercado Díez,Supermercado,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2018-08-05,
559,Bar Ureña,Bar,7,San Sebastián de los Reyes,14,Azahara Giménez,Sí,2020-07-25,
560,Supermercado Pombo,Supermercado,5,Madrid Oeste,12,Manola Larrañaga,Sí,2022-05-25,
561,Tienda Adán,Tienda,1,Madrid Centro,8,Perla Arenas,Sí,2020-09-05,
562,Bar Miguel,Bar,6,Alcobendas,13,Bernarda Gallo,Sí,2021-10-22,
563,Bar Galán,Bar,2,Madrid Norte,9,Carolina Lopez,Sí,2022-08-04,
